accuracy,classification_time,host,method,name,output_dir,test_client_id,training_client_ids,host_label
18.857142857142858,10.630579710006714,www.aclu.org,IPS,train_one_test_one,../data/scenarios2/69/train_one_test_one_IPS_www.aclu.org_5_5,5,[5],ACLU
19.714285714285715,6253.378664970398,www.plannedparenthood.org,CUMUL,test_one_train_remaining,../data/scenarios2/69/test_one_train_remaining_CUMUL_www.plannedparenthood.org_12,12,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19]","Planned
Parenthood"
18.285714285714285,80.19724106788635,www.bankofamerica.com,Wfin,train_one_test_one,../data/scenarios2/69/train_one_test_one_Wfin_www.bankofamerica.com_4_12,12,[4],"Bank of
America"
54.0,34.77163743972778,www.wellsfargo.com,KFP,same_browser_21_training_samples,../data/scenarios2/69/same_browser_21_training_samples_KFP_www.wellsfargo.com_5,5,"[1, 2, 3, 4, 6, 7, 8]","Wells
Fargo"
95.14285714285714,7.879974842071533,www.mayoclinic.org,LL,train_one_test_one,../data/scenarios2/69/train_one_test_one_LL_www.mayoclinic.org_1_1,1,[1],"Mayo
Clinic"
27.714285714285715,7.696556091308594,www.bankofamerica.com,LL,train_one_test_one,../data/scenarios2/69/train_one_test_one_LL_www.bankofamerica.com_16_8,8,[16],"Bank of
America"
60.0,12.443785190582275,www.bankofamerica.com,OPS,train_one_test_one,../data/scenarios2/69/train_one_test_one_OPS_www.bankofamerica.com_8_16,16,[8],"Bank of
America"
16.28571428571429,78.63231897354126,www.mayoclinic.org,CUMUL,train_one_test_one,../data/scenarios2/69/train_one_test_one_CUMUL_www.mayoclinic.org_16_4,4,[16],"Mayo
Clinic"
94.0,15.981856346130371,www.mayoclinic.org,IPS,train_one_test_one,../data/scenarios2/69/train_one_test_one_IPS_www.mayoclinic.org_6_18,18,[6],"Mayo
Clinic"
5.714285714285714,63.7027063369751,www.aclu.org,Wfin,train_one_test_one,../data/scenarios2/69/train_one_test_one_Wfin_www.aclu.org_8_12,12,[8],ACLU
3.428571428571429,50.89889907836914,www.plannedparenthood.org,KFP,train_one_test_one,../data/scenarios2/69/train_one_test_one_KFP_www.plannedparenthood.org_17_13,13,[17],"Planned
Parenthood"
90.85714285714286,13.286308288574219,www.mayoclinic.org,IPS,train_one_test_one,../data/scenarios2/69/train_one_test_one_IPS_www.mayoclinic.org_17_9,9,[17],"Mayo
Clinic"
30.5714,121.27046179771423,www.bankofamerica.com,BoG,train_one_test_one,../data/scenarios2/69/train_one_test_one_BoG_www.bankofamerica.com_13_9,9,[13],"Bank of
America"
8.0,78.82688570022583,www.plannedparenthood.org,CUMUL,train_one_test_one,../data/scenarios2/69/train_one_test_one_CUMUL_www.plannedparenthood.org_4_16,16,[4],"Planned
Parenthood"
10.571428571428571,61.60244870185852,www.legalzoom.com,KFP,train_one_test_one,../data/scenarios2/69/train_one_test_one_KFP_www.legalzoom.com_11_19,19,[11],"Legal
Zoom"
5.142857142857142,47.69395327568054,www.plannedparenthood.org,KFP,train_one_test_one,../data/scenarios2/69/train_one_test_one_KFP_www.plannedparenthood.org_1_17,17,[1],"Planned
Parenthood"
38.285714285714285,14.010275602340698,www.wellsfargo.com,IPS,train_one_test_one,../data/scenarios2/69/train_one_test_one_IPS_www.wellsfargo.com_9_13,13,[9],"Wells
Fargo"
11.4286,129.20851922035217,www.plannedparenthood.org,BoG,train_one_test_one,../data/scenarios2/69/train_one_test_one_BoG_www.plannedparenthood.org_18_6,6,[18],"Planned
Parenthood"
18.0,11.998265743255615,www.aclu.org,IPS,same_browser_21_training_samples,../data/scenarios2/69/same_browser_21_training_samples_IPS_www.aclu.org_1,1,"[2, 3, 4, 5, 6, 7, 8]",ACLU
100.0,12.352341890335083,www.plannedparenthood.org,OPS,train_one_test_one,../data/scenarios2/69/train_one_test_one_OPS_www.plannedparenthood.org_3_3,3,[3],"Planned
Parenthood"
16.857142857142858,88.6043131351471,www.plannedparenthood.org,IPS,6_browser,../data/scenarios2/69/6_browser_IPS_www.plannedparenthood.org_2,2,"[6, 9, 10, 15, 16, 19]","Planned
Parenthood"
13.1429,223.46354627609253,www.mayoclinic.org,BoG,train_one_test_one,../data/scenarios2/69/train_one_test_one_BoG_www.mayoclinic.org_19_3,3,[19],"Mayo
Clinic"
99.14285714285714,157.4494662284851,www.plannedparenthood.org,Wfin,train_one_test_one,../data/scenarios2/69/train_one_test_one_Wfin_www.plannedparenthood.org_14_14,14,[14],"Planned
Parenthood"
30.571428571428573,11.852337121963501,www.mayoclinic.org,OPS,train_one_test_one,../data/scenarios2/69/train_one_test_one_OPS_www.mayoclinic.org_9_5,5,[9],"Mayo
Clinic"
27.42857142857143,122.85657215118408,www.mayoclinic.org,Wfin,train_one_test_one,../data/scenarios2/69/train_one_test_one_Wfin_www.mayoclinic.org_5_1,1,[5],"Mayo
Clinic"
18.571428571428573,59.01676535606384,www.wellsfargo.com,Wfin,train_one_test_one,../data/scenarios2/69/train_one_test_one_Wfin_www.wellsfargo.com_2_10,10,[2],"Wells
Fargo"
1.7142857142857144,5.434618234634399,www.aclu.org,LL,train_one_test_one,../data/scenarios2/69/train_one_test_one_LL_www.aclu.org_4_12,12,[4],ACLU
76.0,17.159173250198364,www.wellsfargo.com,PS,train_one_test_one,../data/scenarios2/69/train_one_test_one_PS_www.wellsfargo.com_17_17,17,[17],"Wells
Fargo"
2.0,12.187155961990356,www.legalzoom.com,PS,train_one_test_one,../data/scenarios2/69/train_one_test_one_PS_www.legalzoom.com_13_17,17,[13],"Legal
Zoom"
45.42857142857143,16.67899799346924,www.legalzoom.com,IPS,same_browser_21_training_samples,../data/scenarios2/69/same_browser_21_training_samples_IPS_www.legalzoom.com_10,10,"[11, 12, 13]","Legal
Zoom"
100.0,152.28698134422302,www.plannedparenthood.org,Wfin,train_one_test_one,../data/scenarios2/69/train_one_test_one_Wfin_www.plannedparenthood.org_19_19,19,[19],"Planned
Parenthood"
83.14285714285714,5.495660305023193,investor.vanguard.com,LL,train_one_test_one,../data/scenarios2/69/train_one_test_one_LL_investor.vanguard.com_14_14,14,[14],Vanguard
14.857142857142858,34.893770694732666,www.bankofamerica.com,KFP,train_one_test_one,../data/scenarios2/69/train_one_test_one_KFP_www.bankofamerica.com_18_2,2,[18],"Bank of
America"
83.42857142857143,89.37707233428955,www.bankofamerica.com,CUMUL,train_one_test_one,../data/scenarios2/69/train_one_test_one_CUMUL_www.bankofamerica.com_5_5,5,[5],"Bank of
America"
37.714285714285715,25.77821135520935,www.wellsfargo.com,KFP,train_one_test_one,../data/scenarios2/69/train_one_test_one_KFP_www.wellsfargo.com_5_9,9,[5],"Wells
Fargo"
12.8571,117.79099726676941,www.wellsfargo.com,BoG,train_one_test_one,../data/scenarios2/69/train_one_test_one_BoG_www.wellsfargo.com_6_2,2,[6],"Wells
Fargo"
17.71428571428571,7.382451295852661,www.bankofamerica.com,LL,train_one_test_one,../data/scenarios2/69/train_one_test_one_LL_www.bankofamerica.com_5_17,17,[5],"Bank of
America"
9.428571428571429,16.21143078804016,www.legalzoom.com,IPS,train_one_test_one,../data/scenarios2/69/train_one_test_one_IPS_www.legalzoom.com_16_4,4,[16],"Legal
Zoom"
1.4285714285714286,13.687650442123413,www.wellsfargo.com,OPS,train_one_test_one,../data/scenarios2/69/train_one_test_one_OPS_www.wellsfargo.com_11_19,19,[11],"Wells
Fargo"
38.0,28.86612558364868,www.aclu.org,KFP,train_one_test_one,../data/scenarios2/69/train_one_test_one_KFP_www.aclu.org_16_16,16,[16],ACLU
100.0,150.59443187713623,www.plannedparenthood.org,Wfin,train_one_test_one,../data/scenarios2/69/train_one_test_one_Wfin_www.plannedparenthood.org_4_4,4,[4],"Planned
Parenthood"
54.285714285714285,72.1097309589386,www.bankofamerica.com,Wfin,train_one_test_one,../data/scenarios2/69/train_one_test_one_Wfin_www.bankofamerica.com_15_3,3,[15],"Bank of
America"
100.0,12.072770118713379,www.plannedparenthood.org,OPS,train_one_test_one,../data/scenarios2/69/train_one_test_one_OPS_www.plannedparenthood.org_8_8,8,[8],"Planned
Parenthood"
6.0,9.734373807907104,www.bankofamerica.com,OPS,train_one_test_one,../data/scenarios2/69/train_one_test_one_OPS_www.bankofamerica.com_19_7,7,[19],"Bank of
America"
100.0,6.990175485610962,www.bankofamerica.com,PS,train_one_test_one,../data/scenarios2/69/train_one_test_one_PS_www.bankofamerica.com_9_9,9,[9],"Bank of
America"
4.857142857142857,44.38030481338501,www.aclu.org,Wfin,train_one_test_one,../data/scenarios2/69/train_one_test_one_Wfin_www.aclu.org_13_17,17,[13],ACLU
26.857142857142858,16.386505365371704,www.mayoclinic.org,IPS,train_one_test_one,../data/scenarios2/69/train_one_test_one_IPS_www.mayoclinic.org_12_4,4,[12],"Mayo
Clinic"
6.571428571428571,56.2964072227478,www.mayoclinic.org,KFP,train_one_test_one,../data/scenarios2/69/train_one_test_one_KFP_www.mayoclinic.org_13_5,5,[13],"Mayo
Clinic"
2.0,15.36602258682251,www.legalzoom.com,PS,train_one_test_one,../data/scenarios2/69/train_one_test_one_PS_www.legalzoom.com_3_7,7,[3],"Legal
Zoom"
19.142857142857142,11.524234294891357,www.aclu.org,OPS,train_one_test_one,../data/scenarios2/69/train_one_test_one_OPS_www.aclu.org_2_6,6,[2],ACLU
8.571428571428571,33.894367933273315,www.wellsfargo.com,KFP,train_one_test_one,../data/scenarios2/69/train_one_test_one_KFP_www.wellsfargo.com_15_19,19,[15],"Wells
Fargo"
31.71428571428571,30.409658193588257,www.aclu.org,LL,test_one_train_remaining,../data/scenarios2/69/test_one_train_remaining_LL_www.aclu.org_8,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",ACLU
3.428571428571429,53.95459985733032,www.mayoclinic.org,CUMUL,train_one_test_one,../data/scenarios2/69/train_one_test_one_CUMUL_www.mayoclinic.org_5_13,13,[5],"Mayo
Clinic"
14.8571,261.58293747901917,www.plannedparenthood.org,BoG,train_one_test_one,../data/scenarios2/69/train_one_test_one_BoG_www.plannedparenthood.org_13_1,1,[13],"Planned
Parenthood"
97.7143,120.95326209068298,investor.vanguard.com,BoG,train_one_test_one,../data/scenarios2/69/train_one_test_one_BoG_investor.vanguard.com_17_1,1,[17],Vanguard
94.57142857142857,8.162403106689453,investor.vanguard.com,LL,train_one_test_one,../data/scenarios2/69/train_one_test_one_LL_investor.vanguard.com_4_4,4,[4],Vanguard
4.857142857142857,84.0366735458374,www.aclu.org,CUMUL,train_one_test_one,../data/scenarios2/69/train_one_test_one_CUMUL_www.aclu.org_9_5,5,[9],ACLU
26.285714285714285,12.309094667434692,www.mayoclinic.org,IPS,train_one_test_one,../data/scenarios2/69/train_one_test_one_IPS_www.mayoclinic.org_1_13,13,[1],"Mayo
Clinic"
4.0,11.695328950881958,www.wellsfargo.com,OPS,train_one_test_one,../data/scenarios2/69/train_one_test_one_OPS_www.wellsfargo.com_1_9,9,[1],"Wells
Fargo"
30.28571428571429,83.22441267967224,www.mayoclinic.org,CUMUL,same_browser_21_training_samples,../data/scenarios2/69/same_browser_21_training_samples_CUMUL_www.mayoclinic.org_10,10,"[11, 12, 13]","Mayo
Clinic"
82.2857,123.70513677597046,www.bankofamerica.com,BoG,train_one_test_one,../data/scenarios2/69/train_one_test_one_BoG_www.bankofamerica.com_2_18,18,[2],"Bank of
America"
100.0,190.94076132774353,www.legalzoom.com,BoG,train_one_test_one,../data/scenarios2/69/train_one_test_one_BoG_www.legalzoom.com_7_7,7,[7],"Legal
Zoom"
100.0,197.2369408607483,www.legalzoom.com,BoG,train_one_test_one,../data/scenarios2/69/train_one_test_one_BoG_www.legalzoom.com_17_17,17,[17],"Legal
Zoom"
2.0,16.71025800704956,www.legalzoom.com,PS,train_one_test_one,../data/scenarios2/69/train_one_test_one_PS_www.legalzoom.com_8_12,12,[8],"Legal
Zoom"
17.42857142857143,31.744361639022827,investor.vanguard.com,KFP,same_browser_21_training_samples,../data/scenarios2/69/same_browser_21_training_samples_KFP_investor.vanguard.com_16,16,"[17, 18]",Vanguard
2.0,9.11549186706543,www.plannedparenthood.org,LL,train_one_test_one,../data/scenarios2/69/train_one_test_one_LL_www.plannedparenthood.org_15_19,19,[15],"Planned
Parenthood"
1.1428571428571428,114.45024299621582,www.plannedparenthood.org,CUMUL,train_one_test_one,../data/scenarios2/69/train_one_test_one_CUMUL_www.plannedparenthood.org_10_2,2,[10],"Planned
Parenthood"
14.8571,46.290260791778564,www.aclu.org,BoG,train_one_test_one,../data/scenarios2/69/train_one_test_one_BoG_www.aclu.org_17_9,9,[17],ACLU
2.0,12.51052975654602,www.aclu.org,PS,train_one_test_one,../data/scenarios2/69/train_one_test_one_PS_www.aclu.org_18_14,14,[18],ACLU
4.285714285714286,31.281412601470947,investor.vanguard.com,KFP,train_one_test_one,../data/scenarios2/69/train_one_test_one_KFP_investor.vanguard.com_11_3,3,[11],Vanguard
4.857142857142857,19.74224877357483,www.mayoclinic.org,LL,6_browser,../data/scenarios2/69/6_browser_LL_www.mayoclinic.org_7,7,"[6, 9, 10, 15, 16, 19]","Mayo
Clinic"
6.571428571428571,12.410982608795166,investor.vanguard.com,PS,train_one_test_one,../data/scenarios2/69/train_one_test_one_PS_investor.vanguard.com_13_1,1,[13],Vanguard
35.42857142857142,12.42890214920044,investor.vanguard.com,PS,train_one_test_one,../data/scenarios2/69/train_one_test_one_PS_investor.vanguard.com_18_6,6,[18],Vanguard
4.285714285714286,12.24417519569397,www.wellsfargo.com,OPS,train_one_test_one,../data/scenarios2/69/train_one_test_one_OPS_www.wellsfargo.com_6_14,14,[6],"Wells
Fargo"
10.857142857142858,11.603425741195679,www.plannedparenthood.org,PS,train_one_test_one,../data/scenarios2/69/train_one_test_one_PS_www.plannedparenthood.org_14_6,6,[14],"Planned
Parenthood"
30.571428571428573,12.357910871505737,investor.vanguard.com,OPS,train_one_test_one,../data/scenarios2/69/train_one_test_one_OPS_investor.vanguard.com_7_3,3,[7],Vanguard
86.5714,95.86281228065491,www.bankofamerica.com,BoG,train_one_test_one,../data/scenarios2/69/train_one_test_one_BoG_www.bankofamerica.com_8_4,4,[8],"Bank of
America"
13.714285714285715,37.041752099990845,www.bankofamerica.com,KFP,train_one_test_one,../data/scenarios2/69/train_one_test_one_KFP_www.bankofamerica.com_7_11,11,[7],"Bank of
America"
1.4285714285714286,4.848030090332031,www.aclu.org,LL,train_one_test_one,../data/scenarios2/69/train_one_test_one_LL_www.aclu.org_15_3,3,[15],ACLU
4.285714285714286,13.491188287734985,www.plannedparenthood.org,PS,train_one_test_one,../data/scenarios2/69/train_one_test_one_PS_www.plannedparenthood.org_3_15,15,[3],"Planned
Parenthood"
74.28571428571429,14.190214395523071,www.wellsfargo.com,PS,train_one_test_one,../data/scenarios2/69/train_one_test_one_PS_www.wellsfargo.com_12_12,12,[12],"Wells
Fargo"
100.0,187.70944809913635,www.legalzoom.com,BoG,train_one_test_one,../data/scenarios2/69/train_one_test_one_BoG_www.legalzoom.com_12_12,12,[12],"Legal
Zoom"
7.428571428571429,49.512497663497925,www.legalzoom.com,KFP,train_one_test_one,../data/scenarios2/69/train_one_test_one_KFP_www.legalzoom.com_6_14,14,[6],"Legal
Zoom"
76.28571428571429,12.681655645370483,www.wellsfargo.com,PS,train_one_test_one,../data/scenarios2/69/train_one_test_one_PS_www.wellsfargo.com_7_7,7,[7],"Wells
Fargo"
9.714285714285714,39.714170932769775,www.mayoclinic.org,KFP,train_one_test_one,../data/scenarios2/69/train_one_test_one_KFP_www.mayoclinic.org_2_14,14,[2],"Mayo
Clinic"
5.714285714285714,5.905910968780518,www.wellsfargo.com,LL,train_one_test_one,../data/scenarios2/69/train_one_test_one_LL_www.wellsfargo.com_19_11,11,[19],"Wells
Fargo"
9.714285714285714,79.23914384841919,investor.vanguard.com,Wfin,train_one_test_one,../data/scenarios2/69/train_one_test_one_Wfin_investor.vanguard.com_13_9,9,[13],Vanguard
2.0,12.964284896850586,investor.vanguard.com,OPS,train_one_test_one,../data/scenarios2/69/train_one_test_one_OPS_investor.vanguard.com_12_8,8,[12],Vanguard
65.42857142857143,71.74044156074524,www.wellsfargo.com,CUMUL,train_one_test_one,../data/scenarios2/69/train_one_test_one_CUMUL_www.wellsfargo.com_3_3,3,[3],"Wells
Fargo"
32.285714285714285,59.30127954483032,www.aclu.org,Wfin,train_one_test_one,../data/scenarios2/69/train_one_test_one_Wfin_www.aclu.org_3_7,7,[3],ACLU
26.0,7.770291805267334,www.bankofamerica.com,LL,same_browser_21_training_samples,../data/scenarios2/69/same_browser_21_training_samples_LL_www.bankofamerica.com_16,16,"[17, 18]","Bank of
America"
2.0,89.48596906661987,www.aclu.org,CUMUL,train_one_test_one,../data/scenarios2/69/train_one_test_one_CUMUL_www.aclu.org_3_19,19,[3],ACLU
88.57142857142857,55.540172815322876,www.bankofamerica.com,IPS,6_browser,../data/scenarios2/69/6_browser_IPS_www.bankofamerica.com_13,13,"[6, 9, 10, 15, 16, 19]","Bank of
America"
100.0,11.690492391586304,www.plannedparenthood.org,OPS,train_one_test_one,../data/scenarios2/69/train_one_test_one_OPS_www.plannedparenthood.org_18_18,18,[18],"Planned
Parenthood"
14.000000000000002,14.625792026519775,www.plannedparenthood.org,IPS,train_one_test_one,../data/scenarios2/69/train_one_test_one_IPS_www.plannedparenthood.org_11_7,7,[11],"Planned
Parenthood"
24.285714285714285,41.76308465003967,www.plannedparenthood.org,KFP,train_one_test_one,../data/scenarios2/69/train_one_test_one_KFP_www.plannedparenthood.org_7_3,3,[7],"Planned
Parenthood"
11.428571428571429,83.10606908798218,investor.vanguard.com,CUMUL,train_one_test_one,../data/scenarios2/69/train_one_test_one_CUMUL_investor.vanguard.com_14_2,2,[14],Vanguard
4.0,11.02384901046753,www.bankofamerica.com,OPS,train_one_test_one,../data/scenarios2/69/train_one_test_one_OPS_www.bankofamerica.com_3_11,11,[3],"Bank of
America"
2.0,11.164865255355835,www.mayoclinic.org,OPS,train_one_test_one,../data/scenarios2/69/train_one_test_one_OPS_www.mayoclinic.org_14_10,10,[14],"Mayo
Clinic"
46.285714285714285,76.69860553741455,investor.vanguard.com,Wfin,train_one_test_one,../data/scenarios2/69/train_one_test_one_Wfin_investor.vanguard.com_8_4,4,[8],Vanguard
12.0,12.322959423065186,www.aclu.org,OPS,train_one_test_one,../data/scenarios2/69/train_one_test_one_OPS_www.aclu.org_18_2,2,[18],ACLU
14.571428571428571,14.102317094802856,www.legalzoom.com,IPS,train_one_test_one,../data/scenarios2/69/train_one_test_one_IPS_www.legalzoom.com_5_13,13,[5],"Legal
Zoom"
14.571428571428571,50.035744428634644,www.legalzoom.com,KFP,train_one_test_one,../data/scenarios2/69/train_one_test_one_KFP_www.legalzoom.com_17_5,5,[17],"Legal
Zoom"
2.0,13.930755615234375,www.bankofamerica.com,IPS,train_one_test_one,../data/scenarios2/69/train_one_test_one_IPS_www.bankofamerica.com_11_15,15,[11],"Bank of
America"
52.85714285714286,17.98782730102539,www.aclu.org,IPS,train_one_test_one,../data/scenarios2/69/train_one_test_one_IPS_www.aclu.org_15_15,15,[15],ACLU
10.8571,67.1286551952362,www.aclu.org,BoG,train_one_test_one,../data/scenarios2/69/train_one_test_one_BoG_www.aclu.org_12_4,4,[12],ACLU
18.0,41.1474609375,www.bankofamerica.com,KFP,train_one_test_one,../data/scenarios2/69/train_one_test_one_KFP_www.bankofamerica.com_12_16,16,[12],"Bank of
America"
2.0,9.999048948287964,investor.vanguard.com,PS,train_one_test_one,../data/scenarios2/69/train_one_test_one_PS_investor.vanguard.com_7_15,15,[7],Vanguard
2.0,9.897141695022583,www.aclu.org,OPS,train_one_test_one,../data/scenarios2/69/train_one_test_one_OPS_www.aclu.org_7_11,11,[7],ACLU
3.1428571428571432,36.66990303993225,www.wellsfargo.com,KFP,train_one_test_one,../data/scenarios2/69/train_one_test_one_KFP_www.wellsfargo.com_10_14,14,[10],"Wells
Fargo"
100.0,119.78132200241089,www.legalzoom.com,BoG,train_one_test_one,../data/scenarios2/69/train_one_test_one_BoG_www.legalzoom.com_2_2,2,[2],"Legal
Zoom"
18.5714,134.1251199245453,www.wellsfargo.com,BoG,train_one_test_one,../data/scenarios2/69/train_one_test_one_BoG_www.wellsfargo.com_16_12,12,[16],"Wells
Fargo"
34.57142857142857,13.766579627990723,www.wellsfargo.com,IPS,train_one_test_one,../data/scenarios2/69/train_one_test_one_IPS_www.wellsfargo.com_14_18,18,[14],"Wells
Fargo"
6.571428571428571,9.721935987472534,www.wellsfargo.com,OPS,train_one_test_one,../data/scenarios2/69/train_one_test_one_OPS_www.wellsfargo.com_17_5,5,[17],"Wells
Fargo"
26.571428571428573,78.90688037872314,investor.vanguard.com,CUMUL,train_one_test_one,../data/scenarios2/69/train_one_test_one_CUMUL_investor.vanguard.com_8_16,16,[8],Vanguard
2.0,56.43772578239441,www.aclu.org,CUMUL,train_one_test_one,../data/scenarios2/69/train_one_test_one_CUMUL_www.aclu.org_19_15,15,[19],ACLU
26.0,171.077951669693,www.legalzoom.com,Wfin,train_one_test_one,../data/scenarios2/69/train_one_test_one_Wfin_www.legalzoom.com_9_1,1,[9],"Legal
Zoom"
74.85714285714286,9.59180736541748,www.wellsfargo.com,PS,train_one_test_one,../data/scenarios2/69/train_one_test_one_PS_www.wellsfargo.com_2_2,2,[2],"Wells
Fargo"
3.71429,198.4734354019165,www.plannedparenthood.org,BoG,train_one_test_one,../data/scenarios2/69/train_one_test_one_BoG_www.plannedparenthood.org_7_15,15,[7],"Planned
Parenthood"
8.0,51.6225221157074,www.legalzoom.com,KFP,train_one_test_one,../data/scenarios2/69/train_one_test_one_KFP_www.legalzoom.com_1_9,9,[1],"Legal
Zoom"
2.0,83.46625423431396,investor.vanguard.com,CUMUL,train_one_test_one,../data/scenarios2/69/train_one_test_one_CUMUL_investor.vanguard.com_3_11,11,[3],Vanguard
6.0,3.7059736251831055,www.wellsfargo.com,LL,train_one_test_one,../data/scenarios2/69/train_one_test_one_LL_www.wellsfargo.com_9_1,1,[9],"Wells
Fargo"
33.42857142857143,33.442373752593994,www.aclu.org,KFP,train_one_test_one,../data/scenarios2/69/train_one_test_one_KFP_www.aclu.org_6_6,6,[6],ACLU
16.28571428571429,12.82804250717163,investor.vanguard.com,IPS,train_one_test_one,../data/scenarios2/69/train_one_test_one_IPS_investor.vanguard.com_15_7,7,[15],Vanguard
4.0,12.348024129867554,www.mayoclinic.org,PS,train_one_test_one,../data/scenarios2/69/train_one_test_one_PS_www.mayoclinic.org_15_3,3,[15],"Mayo
Clinic"
15.714285714285714,139.47120666503906,www.legalzoom.com,Wfin,train_one_test_one,../data/scenarios2/69/train_one_test_one_Wfin_www.legalzoom.com_19_11,11,[19],"Legal
Zoom"
50.57142857142857,82.4493317604065,investor.vanguard.com,Wfin,train_one_test_one,../data/scenarios2/69/train_one_test_one_Wfin_investor.vanguard.com_2_18,18,[2],Vanguard
3.1428571428571432,11.773005485534668,www.plannedparenthood.org,PS,train_one_test_one,../data/scenarios2/69/train_one_test_one_PS_www.plannedparenthood.org_19_11,11,[19],"Planned
Parenthood"
2.0,11.956077814102173,www.aclu.org,OPS,train_one_test_one,../data/scenarios2/69/train_one_test_one_OPS_www.aclu.org_12_16,16,[12],ACLU
70.28571428571428,235.12222862243652,www.wellsfargo.com,IPS,test_one_train_remaining,../data/scenarios2/69/test_one_train_remaining_IPS_www.wellsfargo.com_4,4,"[1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","Wells
Fargo"
3.428571428571429,4.722848653793335,www.wellsfargo.com,LL,train_one_test_one,../data/scenarios2/69/train_one_test_one_LL_www.wellsfargo.com_3_15,15,[3],"Wells
Fargo"
26.0,127.64377331733704,www.mayoclinic.org,Wfin,train_one_test_one,../data/scenarios2/69/train_one_test_one_Wfin_www.mayoclinic.org_10_6,6,[10],"Mayo
Clinic"
2.0,10.689637899398804,www.legalzoom.com,OPS,train_one_test_one,../data/scenarios2/69/train_one_test_one_OPS_www.legalzoom.com_2_14,14,[2],"Legal
Zoom"
2.2857142857142856,8.736599683761597,www.legalzoom.com,LL,train_one_test_one,../data/scenarios2/69/train_one_test_one_LL_www.legalzoom.com_5_1,1,[5],"Legal
Zoom"
4.0,14.366041660308838,investor.vanguard.com,PS,train_one_test_one,../data/scenarios2/69/train_one_test_one_PS_investor.vanguard.com_2_10,10,[2],Vanguard
1.4285714285714286,11.44585108757019,www.legalzoom.com,LL,train_one_test_one,../data/scenarios2/69/train_one_test_one_LL_www.legalzoom.com_15_11,11,[15],"Legal
Zoom"
57.714285714285715,93.50816512107849,www.wellsfargo.com,CUMUL,train_one_test_one,../data/scenarios2/69/train_one_test_one_CUMUL_www.wellsfargo.com_18_18,18,[18],"Wells
Fargo"
